55.330004429498764	0
41.77966791298183	1
33.30560617974292	2
52.88858596830535	3
50.74507620617569	4
59.047233815242436	5
60.136542188471225	6
50.33759041067273	7
49.847186565593965	8
42.404995174647915	9
95.27276664421197	10
93.86027954761775	11
102.18291017479311	12
99.90647390718205	13
100.79791339376479	14
105.72303122214802	15
105.56809606013752	16
103.8429047191222	17
98.75664335634352	18
103.63806629759183	19
97.19784666051241	20
112.58061060981491	21
101.9016565468357	22
92.97321823351753	23
98.47169586083369	24
99.10203112742758	25
103.54710694092668	26
99.33260526129942	27
97.41845514892152	28
101.92521695684523	29
53.61929312553421	30
54.15014877240402	31
49.417065410365026	32
44.301392763990286	33
44.92011654170885	34
52.70264652190236	35
45.40723021753133	36
39.52900008081209	37
37.20267354845669	38
53.65721298537045	39
